policy_id,policy_number,customer_id,agent_id,coverage_id,line_of_business,policy_status,effective_date,expiration_date,policy_term_months,annual_premium,monthly_premium,deductible,coverage_limit,payment_plan,cancellation_date,cancellation_reason,underwriting_score,risk_state,created_date,modified_date
"POL0004251","PC-COM-800055","CUST001698","AGT00015","COV034","Commercial","Cancelled","2020-02-19","2021-02-13",12,34309.41,2859.12,250.00,100000.00,"Semi-Annual","2020-12-20","Fraud Suspected","760.0","HI","2020-02-19","2021-02-10"
"POL0004252","PC-AUT-302402","CUST000095","AGT00099","COV009","Auto","Suspended","2020-10-28","2021-10-23",12,2632.87,219.41,5000.00,50000.00,"Semi-Annual",,,"590.0","CA","2020-10-28","2021-11-02"
"POL0004253","PC-COM-587784","CUST000680","AGT00139","COV025","Commercial","Pending Renewal","2020-08-26","2022-08-16",24,7218.42,601.53,500.00,50000.00,"Monthly",,,"531.0","AZ","2020-08-26","2021-07-18"
"POL0004254","PC-COM-789080","CUST001370","AGT00111","COV024","Commercial","Suspended","2020-05-10","2021-05-05",12,46009.66,3834.14,250.00,50000.00,"Quarterly",,,"757.0","PA","2020-05-10","2020-11-24"
"POL0004255","PC-AUT-760688","CUST000661","AGT00098","COV001","Auto","Cancelled","2019-11-17","2020-05-15",6,7549.22,629.10,1000.00,50000.00,"Semi-Annual","2020-03-05","Non-Payment","641.0","OH","2019-11-17","2020-09-07"
"POL0004256","PC-AUT-223415","CUST001228","AGT00095","COV003","Auto","Suspended","2022-06-10","2024-05-30",24,2616.24,218.02,250.00,500000.00,"Annual",,,"571.0","KY","2022-06-10","2022-06-15"
"POL0004257","PC-COM-454759","CUST001776","AGT00082","COV034","Commercial","Cancelled","2018-06-30","2019-06-25",12,2287.96,190.66,500.00,1000000.00,"Monthly","2019-04-23","Move Out of State","630.0","TN","2018-06-30","2019-11-26"
"POL0004258","PC-AUT-622063","CUST000208","AGT00200","COV004","Auto","Expired","2022-09-09","2023-03-08",6,8179.66,681.64,250.00,50000.00,"Semi-Annual",,,"433.0","CA","2022-09-09","2023-06-13"
"POL0004259","PC-AUT-729488","CUST001455","AGT00176","COV002","Auto","Cancelled","2020-02-24","2020-08-22",6,2188.10,182.34,2500.00,50000.00,"Semi-Annual","2020-04-13","Underwriting","636.0","KY","2020-02-24","2021-08-28"
"POL0004260","PC-HOM-654930","CUST000886","AGT00176","COV015","Homeowners","Active","2020-09-30","2021-09-25",12,7457.14,621.43,500.00,250000.00,"Annual",,,"720.0","CA","2020-09-30","2022-01-16"
"POL0004261","PC-HOM-682219","CUST000067","AGT00061","COV011","Homeowners","Cancelled","2019-08-09","2020-02-05",6,7768.46,647.37,1000.00,100000.00,"Semi-Annual","2019-12-13","Underwriting","788.0","CO","2019-08-09","2020-06-07"
"POL0004262","PC-AUT-879773","CUST000080","AGT00198","COV004","Auto","Active","2020-11-26","2022-11-16",24,7459.83,621.65,250.00,50000.00,"Quarterly",,,"414.0","AZ","2020-11-26","2021-07-02"
"POL0004263","PC-COM-633313","CUST000334","AGT00165","COV029","Commercial","Expired","2018-06-11","2019-06-06",12,26690.74,2224.23,2500.00,100000.00,"Semi-Annual",,,"907.0","TX","2018-06-11","2019-08-21"
"POL0004264","PC-COM-515378","CUST000968","AGT00036","COV025","Commercial","Active","2020-01-10","2020-07-08",6,21982.60,1831.88,500.00,100000.00,"Quarterly",,,"539.0","TN","2020-01-10","2020-07-20"
"POL0004265","PC-AUT-324240","CUST000909","AGT00047","COV002","Auto","Active","2018-01-17","2019-01-12",12,4199.13,349.93,250.00,250000.00,"Semi-Annual",,,"792.0","WI","2018-01-17","2018-07-05"
"POL0004266","PC-HOM-522725","CUST001391","AGT00101","COV019","Homeowners","Cancelled","2020-07-05","2021-06-30",12,8289.73,690.81,250.00,100000.00,"Annual","2021-03-01","Move Out of State","676.0","FL","2020-07-05","2022-04-25"
"POL0004267","PC-AUT-963036","CUST000746","AGT00133","COV003","Auto","Cancelled","2018-01-04","2018-12-30",12,5708.04,475.67,250.00,1000000.00,"Quarterly","2018-06-28","Insured Request","563.0","TX","2018-01-04","2018-07-23"
"POL0004268","PC-AUT-883675","CUST000450","AGT00144","COV002","Auto","Expired","2018-02-19","2020-02-09",24,3571.66,297.64,2500.00,1000000.00,"Annual",,,"556.0","FL","2018-02-19","2018-10-12"
"POL0004269","PC-AUT-596264","CUST001535","AGT00009","COV005","Auto","Cancelled","2021-05-07","2023-04-27",24,1180.61,98.38,500.00,100000.00,"Annual","2022-07-07","Underwriting","765.0","NM","2021-05-07","2021-10-15"
"POL0004270","PC-AUT-453957","CUST001012","AGT00157","COV003","Auto","Active","2020-12-29","2022-12-19",24,1269.67,105.81,1000.00,100000.00,"Annual",,,"651.0","OH","2020-12-29","2022-11-07"
"POL0004271","PC-AUT-902875","CUST000900","AGT00156","COV002","Auto","Pending Renewal","2020-08-03","2022-07-24",24,6924.37,577.03,250.00,1000000.00,"Quarterly",,,,"TX","2020-08-03","2022-07-05"
"POL0004272","PC-COM-555895","CUST000352","AGT00037","COV034","Commercial","Active","2020-01-22","2021-01-16",12,53444.33,4453.69,5000.00,1000000.00,"Annual",,,"510.0","IN","2020-01-22","2021-10-16"
"POL0004273","PC-HOM-937019","CUST001231","AGT00040","COV011","Homeowners","Cancelled","2019-04-11","2020-04-05",12,7915.26,659.61,500.00,500000.00,"Monthly","2019-10-23","Fraud Suspected","529.0","NV","2019-04-11","2021-03-18"
"POL0004274","PC-AUT-873736","CUST000034","AGT00027","COV007","Auto","Active","2022-12-13","2023-12-08",12,686.60,57.22,5000.00,500000.00,"Monthly",,,"660.0","KY","2022-12-13","2024-05-06"
"POL0004275","PC-HOM-627025","CUST001423","AGT00042","COV019","Homeowners","Active","2018-01-28","2019-01-23",12,1001.94,83.50,5000.00,50000.00,"Monthly",,,,"PA","2018-01-28","2018-11-17"
"POL0004276","PC-COM-926956","CUST000266","AGT00108","COV029","Commercial","Expired","2021-05-16","2022-05-11",12,2408.81,200.73,250.00,250000.00,"Semi-Annual",,,"467.0","CA","2021-05-16","2022-09-10"
"POL0004277","PC-AUT-755218","CUST001021","AGT00061","COV002","Auto","Suspended","2020-01-29","2021-01-23",12,5206.75,433.90,250.00,500000.00,"Monthly",,,"721.0","CA","2020-01-29","2021-03-10"
"POL0004278","PC-COM-582572","CUST001646","AGT00144","COV024","Commercial","Expired","2022-03-16","2022-09-12",6,39880.27,3323.36,250.00,250000.00,"Semi-Annual",,,"742.0","AZ","2022-03-16","2022-05-15"
"POL0004279","PC-COM-143971","CUST000897","AGT00177","COV024","Commercial","Active","2021-06-01","2022-05-27",12,5418.92,451.58,1000.00,250000.00,"Monthly",,,"515.0","CA","2021-06-01","2023-02-22"
"POL0004280","PC-HOM-791249","CUST001459","AGT00124","COV018","Homeowners","Pending Renewal","2019-09-16","2020-03-14",6,7878.07,656.51,5000.00,50000.00,"Semi-Annual",,,"491.0","CA","2019-09-16","2020-05-26"
"POL0004281","PC-AUT-317342","CUST001712","AGT00044","COV007","Auto","Pending Renewal","2018-06-10","2019-06-05",12,4957.49,413.12,500.00,50000.00,"Monthly",,,"958.0","HI","2018-06-10","2019-10-17"
"POL0004282","PC-COM-877659","CUST000554","AGT00046","COV029","Commercial","Active","2022-04-07","2023-04-02",12,7236.45,603.04,2500.00,250000.00,"Monthly",,,"905.0","CA","2022-04-07","2024-02-08"
"POL0004283","PC-AUT-455134","CUST001577","AGT00055","COV010","Auto","Suspended","2021-09-16","2022-09-11",12,2080.65,173.39,5000.00,1000000.00,"Annual",,,"937.0","NM","2021-09-16","2023-01-04"
"POL0004284","PC-AUT-727171","CUST000566","AGT00041","COV005","Auto","Suspended","2018-08-27","2020-08-16",24,3725.50,310.46,500.00,1000000.00,"Annual",,,"556.0","TX","2018-08-27","2019-02-17"
"POL0004285","PC-AUT-726569","CUST000646","AGT00139","COV007","Auto","Active","2019-03-15","2020-03-09",12,5431.32,452.61,5000.00,50000.00,"Monthly",,,"769.0","NC","2019-03-15","2020-08-16"
"POL0004286","PC-AUT-222685","CUST001505","AGT00163","COV009","Auto","Active","2020-07-02","2020-12-29",6,2058.82,171.57,5000.00,100000.00,"Semi-Annual",,,"495.0","TX","2020-07-02","2021-05-08"
"POL0004287","PC-AUT-799612","CUST001962","AGT00193","COV004","Auto","Active","2022-03-24","2023-03-19",12,957.42,79.78,5000.00,1000000.00,"Semi-Annual",,,"583.0","CA","2022-03-24","2022-08-15"
"POL0004288","PC-AUT-993829","CUST000417","AGT00086","COV005","Auto","Active","2022-11-28","2023-11-23",12,4576.68,381.39,2500.00,250000.00,"Quarterly",,,"611.0","OH","2022-11-28","2024-02-17"
"POL0004289","PC-COM-226358","CUST001005","AGT00056","COV026","Commercial","Active","2022-10-29","2023-10-24",12,43830.97,3652.58,1000.00,1000000.00,"Monthly",,,"903.0","TX","2022-10-29","2023-09-11"
"POL0004290","PC-HOM-945261","CUST001771","AGT00062","COV015","Homeowners","Active","2022-07-20","2023-07-15",12,2537.67,211.47,5000.00,1000000.00,"Semi-Annual",,,"551.0","AZ","2022-07-20","2023-11-27"
"POL0004291","PC-AUT-159382","CUST001455","AGT00011","COV001","Auto","Active","2020-04-29","2021-04-24",12,2443.89,203.66,1000.00,500000.00,"Semi-Annual",,,"788.0","KY","2020-04-29","2020-07-24"
"POL0004292","PC-COM-541560","CUST000755","AGT00158","COV026","Commercial","Pending Renewal","2019-06-13","2020-06-07",12,50028.14,4169.01,500.00,250000.00,"Monthly",,,"656.0","AK","2019-06-13","2021-05-12"
"POL0004293","PC-AUT-575757","CUST001266","AGT00100","COV009","Auto","Active","2020-05-09","2021-05-04",12,1808.43,150.70,500.00,50000.00,"Monthly",,,,"HI","2020-05-09","2020-08-19"
"POL0004294","PC-HOM-940801","CUST000935","AGT00039","COV019","Homeowners","Active","2022-05-09","2024-04-28",24,4899.58,408.30,250.00,1000000.00,"Semi-Annual",,,"621.0","TX","2022-05-09","2023-08-22"
"POL0004295","PC-AUT-486804","CUST001216","AGT00180","COV010","Auto","Expired","2019-09-16","2020-09-10",12,1641.00,136.75,5000.00,100000.00,"Monthly",,,"649.0","FL","2019-09-16","2019-11-22"
"POL0004296","PC-COM-460299","CUST001897","AGT00188","COV021","Commercial","Active","2019-12-09","2020-06-06",6,15916.67,1326.39,2500.00,100000.00,"Annual",,,"771.0","TX","2019-12-09","2020-06-19"
"POL0004297","PC-HOM-100932","CUST000558","AGT00095","COV011","Homeowners","Active","2021-04-08","2023-03-29",24,7470.41,622.53,5000.00,500000.00,"Monthly",,,"472.0","OH","2021-04-08","2022-11-02"
"POL0004298","PC-AUT-320821","CUST001431","AGT00046","COV009","Auto","Active","2019-10-05","2020-09-29",12,5008.51,417.38,500.00,50000.00,"Semi-Annual",,,"850.0","MO","2019-10-05","2021-02-21"
"POL0004299","PC-AUT-843870","CUST001793","AGT00132","COV004","Auto","Cancelled","2021-03-20","2022-03-15",12,1119.24,93.27,1000.00,1000000.00,"Quarterly","2021-11-15","Fraud Suspected","885.0","NE","2021-03-20","2022-07-08"
"POL0004300","PC-AUT-300429","CUST001164","AGT00071","COV005","Auto","Active","2021-09-26","2023-09-16",24,7754.68,646.22,2500.00,100000.00,"Monthly",,,"834.0","AZ","2021-09-26","2022-03-24"
"POL0004301","PC-COM-993521","CUST000256","AGT00032","COV025","Commercial","Active","2020-03-05","2021-02-28",12,37253.44,3104.45,250.00,500000.00,"Monthly",,,"594.0","CA","2020-03-05","2022-01-06"
"POL0004302","PC-HOM-795597","CUST001100","AGT00188","COV015","Homeowners","Expired","2021-09-26","2022-09-21",12,5730.63,477.55,500.00,100000.00,"Monthly",,,"672.0","HI","2021-09-26","2022-12-09"
"POL0004303","PC-HOM-466377","CUST000677","AGT00030","COV018","Homeowners","Active","2019-04-10","2021-03-30",24,4935.78,411.31,2500.00,250000.00,"Monthly",,,"544.0","OR","2019-04-10","2019-11-30"
"POL0004304","PC-HOM-223029","CUST001155","AGT00065","COV015","Homeowners","Active","2022-10-27","2023-10-22",12,5120.43,426.70,500.00,500000.00,"Annual",,,"411.0","NC","2022-10-27","2024-06-12"
"POL0004305","PC-AUT-511357","CUST000866","AGT00132","COV001","Auto","Active","2020-07-03","2020-12-30",6,2739.03,228.25,2500.00,50000.00,"Quarterly",,,"867.0","TN","2020-07-03","2021-12-30"
"POL0004306","PC-COM-156584","CUST000761","AGT00115","COV024","Commercial","Active","2021-07-25","2023-07-15",24,20789.92,1732.49,250.00,1000000.00,"Semi-Annual",,,"795.0","NY","2021-07-25","2022-04-27"
"POL0004307","PC-AUT-391627","CUST000630","AGT00159","COV002","Auto","Expired","2019-02-22","2020-02-17",12,4243.03,353.59,500.00,250000.00,"Monthly",,,"889.0","CA","2019-02-22","2020-07-27"
"POL0004308","PC-COM-832206","CUST001074","AGT00031","COV024","Commercial","Pending Renewal","2019-07-19","2020-07-13",12,21416.24,1784.69,500.00,100000.00,"Monthly",,,"845.0","TX","2019-07-19","2021-01-07"
"POL0004309","PC-HOM-421739","CUST000061","AGT00086","COV012","Homeowners","Active","2020-09-03","2021-08-29",12,6280.56,523.38,250.00,50000.00,"Annual",,,"626.0","AK","2020-09-03","2021-09-20"
"POL0004310","PC-AUT-949030","CUST001665","AGT00189","COV010","Auto","Active","2019-06-15","2020-06-09",12,7082.59,590.22,2500.00,500000.00,"Monthly",,,"754.0","MN","2019-06-15","2020-04-08"
"POL0004311","PC-AUT-115957","CUST000659","AGT00031","COV004","Auto","Active","2018-01-31","2020-01-21",24,5889.93,490.83,5000.00,100000.00,"Quarterly",,,"816.0","OK","2018-01-31","2018-04-01"
"POL0004312","PC-AUT-159732","CUST000680","AGT00009","COV003","Auto","Expired","2018-05-23","2019-05-18",12,3350.07,279.17,1000.00,250000.00,"Semi-Annual",,,"537.0","WA","2018-05-23","2019-01-21"
"POL0004313","PC-AUT-630562","CUST000126","AGT00163","COV001","Auto","Active","2018-05-04","2019-04-29",12,2530.64,210.89,2500.00,100000.00,"Monthly",,,"859.0","TX","2018-05-04","2018-06-08"
"POL0004314","PC-AUT-152924","CUST001924","AGT00069","COV009","Auto","Active","2018-01-05","2018-12-31",12,7492.07,624.34,1000.00,250000.00,"Semi-Annual",,,"616.0","CA","2018-01-05","2018-06-07"
"POL0004315","PC-AUT-604404","CUST001926","AGT00122","COV004","Auto","Active","2019-08-28","2021-08-17",24,1188.07,99.01,1000.00,50000.00,"Monthly",,,"988.0","TX","2019-08-28","2019-10-11"
"POL0004316","PC-HOM-694723","CUST000722","AGT00081","COV012","Homeowners","Cancelled","2020-12-31","2021-12-26",12,2257.57,188.13,2500.00,1000000.00,"Monthly","2021-06-25","Non-Payment","725.0","PA","2020-12-31","2021-07-20"
"POL0004317","PC-AUT-667786","CUST001609","AGT00190","COV002","Auto","Active","2018-04-03","2018-09-30",6,830.78,69.23,5000.00,50000.00,"Semi-Annual",,,"829.0","AZ","2018-04-03","2018-10-28"
"POL0004318","PC-COM-248492","CUST001873","AGT00096","COV021","Commercial","Suspended","2022-03-26","2023-03-21",12,59071.53,4922.63,5000.00,100000.00,"Monthly",,,"557.0","NM","2022-03-26","2022-09-01"
"POL0004319","PC-AUT-945428","CUST001005","AGT00014","COV010","Auto","Active","2022-11-29","2023-11-24",12,5555.82,462.98,5000.00,250000.00,"Semi-Annual",,,"531.0","NV","2022-11-29","2023-09-27"
"POL0004320","PC-HOM-879185","CUST000222","AGT00047","COV018","Homeowners","Pending Renewal","2019-08-24","2021-08-13",24,5210.69,434.22,2500.00,1000000.00,"Annual",,,"496.0","TX","2019-08-24","2021-07-21"
"POL0004321","PC-COM-485719","CUST001861","AGT00040","COV034","Commercial","Active","2019-06-01","2020-05-26",12,58980.76,4915.06,500.00,250000.00,"Monthly",,,"866.0","MO","2019-06-01","2020-02-05"
"POL0004322","PC-HOM-840335","CUST000402","AGT00189","COV013","Homeowners","Active","2019-07-10","2020-01-06",6,7374.23,614.52,2500.00,50000.00,"Annual",,,"691.0","CO","2019-07-10","2019-08-05"
"POL0004323","PC-HOM-674965","CUST000529","AGT00076","COV019","Homeowners","Active","2019-05-06","2020-04-30",12,6272.53,522.71,500.00,50000.00,"Quarterly",,,"775.0","NV","2019-05-06","2021-04-02"
"POL0004324","PC-AUT-697337","CUST000704","AGT00104","COV009","Auto","Active","2020-10-30","2021-10-25",12,3426.70,285.56,250.00,50000.00,"Monthly",,,"760.0","NV","2020-10-30","2021-11-30"
"POL0004325","PC-AUT-261914","CUST000126","AGT00169","COV009","Auto","Active","2018-12-13","2020-12-02",24,3537.82,294.82,500.00,100000.00,"Annual",,,"718.0","IN","2018-12-13","2020-02-24"
"POL0004326","PC-AUT-237856","CUST000642","AGT00141","COV007","Auto","Pending Renewal","2021-09-30","2022-09-25",12,5353.60,446.13,500.00,1000000.00,"Quarterly",,,"450.0","OH","2021-09-30","2022-06-25"
"POL0004327","PC-AUT-740936","CUST000588","AGT00079","COV003","Auto","Active","2022-02-18","2023-02-13",12,2499.57,208.30,1000.00,500000.00,"Semi-Annual",,,"625.0","MN","2022-02-18","2022-07-30"
"POL0004328","PC-COM-614949","CUST000885","AGT00098","COV021","Commercial","Pending Renewal","2020-04-21","2022-04-11",24,44694.18,3724.51,5000.00,1000000.00,"Monthly",,,"574.0","TN","2020-04-21","2021-12-28"
"POL0004329","PC-COM-556041","CUST000731","AGT00047","COV021","Commercial","Pending Renewal","2020-10-20","2021-04-18",6,27579.73,2298.31,250.00,500000.00,"Annual",,,"772.0","TN","2020-10-20","2021-12-28"
"POL0004330","PC-COM-665661","CUST001508","AGT00033","COV024","Commercial","Active","2021-01-10","2021-07-09",6,24889.49,2074.12,1000.00,500000.00,"Semi-Annual",,,"603.0","TX","2021-01-10","2022-11-11"
"POL0004331","PC-HOM-332891","CUST000978","AGT00172","COV012","Homeowners","Cancelled","2021-03-08","2022-03-03",12,4435.24,369.60,250.00,500000.00,"Monthly","2022-01-13","Fraud Suspected","505.0","AZ","2021-03-08","2022-12-25"
"POL0004332","PC-AUT-206181","CUST001344","AGT00101","COV009","Auto","Pending Renewal","2022-05-02","2022-10-29",6,6321.02,526.75,5000.00,100000.00,"Monthly",,,"881.0","PA","2022-05-02","2023-11-06"
"POL0004333","PC-COM-550212","CUST000974","AGT00015","COV022","Commercial","Cancelled","2022-07-09","2023-07-04",12,7226.48,602.21,2500.00,500000.00,"Quarterly","2023-03-09","Non-Payment","691.0","CA","2022-07-09","2024-03-24"
"POL0004334","PC-AUT-138988","CUST001200","AGT00007","COV004","Auto","Active","2021-03-06","2022-03-01",12,4590.22,382.52,1000.00,250000.00,"Quarterly",,,"907.0","MN","2021-03-06","2021-09-01"
"POL0004335","PC-AUT-918281","CUST000104","AGT00100","COV004","Auto","Expired","2021-09-29","2022-09-24",12,5953.66,496.14,5000.00,1000000.00,"Semi-Annual",,,"887.0","NV","2021-09-29","2022-04-19"
"POL0004336","PC-HOM-830538","CUST000607","AGT00114","COV018","Homeowners","Cancelled","2018-12-23","2019-06-21",6,3055.42,254.62,500.00,100000.00,"Monthly","2019-03-10","Non-Payment","583.0","MO","2018-12-23","2020-07-03"
"POL0004337","PC-AUT-208355","CUST001120","AGT00099","COV002","Auto","Cancelled","2018-09-23","2019-09-18",12,5555.71,462.98,250.00,1000000.00,"Semi-Annual","2019-02-18","Move Out of State","954.0","TX","2018-09-23","2020-07-10"
"POL0004338","PC-AUT-589637","CUST000175","AGT00081","COV003","Auto","Cancelled","2021-10-13","2022-10-08",12,5190.45,432.54,2500.00,250000.00,"Quarterly","2022-01-03","Non-Payment","795.0","NC","2021-10-13","2023-07-03"
"POL0004339","PC-AUT-525229","CUST001875","AGT00141","COV001","Auto","Active","2018-09-07","2019-09-02",12,8401.27,700.11,5000.00,100000.00,"Monthly",,,"964.0","CA","2018-09-07","2019-07-25"
"POL0004340","PC-COM-286396","CUST001687","AGT00097","COV026","Commercial","Cancelled","2020-09-08","2021-09-03",12,25818.00,2151.50,250.00,1000000.00,"Quarterly","2020-11-16","Non-Payment","927.0","KY","2020-09-08","2021-04-29"
"POL0004341","PC-AUT-775513","CUST001761","AGT00104","COV004","Auto","Pending Renewal","2019-07-12","2020-07-06",12,6742.20,561.85,1000.00,500000.00,"Monthly",,,"759.0","CA","2019-07-12","2021-07-08"
"POL0004342","PC-AUT-143096","CUST001381","AGT00152","COV010","Auto","Active","2021-04-16","2021-10-13",6,6166.70,513.89,1000.00,500000.00,"Annual",,,"893.0","TX","2021-04-16","2022-02-13"
"POL0004343","PC-HOM-672521","CUST000181","AGT00195","COV018","Homeowners","Active","2020-01-18","2021-01-12",12,6893.80,574.48,250.00,50000.00,"Semi-Annual",,,"719.0","OH","2020-01-18","2021-09-21"
"POL0004344","PC-HOM-911843","CUST000472","AGT00044","COV011","Homeowners","Cancelled","2021-10-19","2022-10-14",12,2797.01,233.08,1000.00,50000.00,"Annual","2021-12-25","Move Out of State","487.0","CA","2021-10-19","2022-03-02"
"POL0004345","PC-HOM-957539","CUST000777","AGT00181","COV018","Homeowners","Suspended","2018-01-21","2019-01-16",12,2216.01,184.67,5000.00,50000.00,"Quarterly",,,"936.0","AZ","2018-01-21","2019-10-05"
"POL0004346","PC-AUT-966424","CUST000634","AGT00023","COV003","Auto","Active","2018-07-08","2019-07-03",12,4998.10,416.51,500.00,500000.00,"Annual",,,"685.0","AZ","2018-07-08","2019-10-30"
"POL0004347","PC-AUT-100309","CUST001509","AGT00188","COV009","Auto","Pending Renewal","2021-08-31","2023-08-21",24,4208.53,350.71,2500.00,1000000.00,"Semi-Annual",,,"586.0","HI","2021-08-31","2022-01-09"
"POL0004348","PC-HOM-571634","CUST001604","AGT00067","COV014","Homeowners","Active","2020-04-17","2021-04-12",12,1212.04,101.00,5000.00,500000.00,"Annual",,,"524.0","FL","2020-04-17","2020-08-18"
